drugBankID,name,CAS,drugType,KEGGC_ID,KEGGD_ID,PCCID,PCSID,chemID,pharID,HETID,uniprotID,uniprotTitle,genbankID,dpdID,rxlistlink,pdrhealthlink,wikiID,drugslink,ndcid,chemspider,binding,ttd,sideeffect,interaction,professional,interactionContent,professionalContent,overview,sideeffectContent,drugClass,drugID
DB00746,deferoxamine,70-51-9,SmallMoleculeDrug,C06940,D03670,2973,46506395,4356,PA16474649,,,,,,,,Deferoxamine,http://www.drugs.com/cdi/deferoxamine.html,0409-2336-10,2867,,,http://drugs.com/sfx/deferoxamine-side-effects.html,http://drugs.com/drug-interactions/deferoxamine-index.html?filter=3&generic_only=1,http://drugs.com/pro/deferoxamine.html,DB00746i.txt,DB00746p.txt,NULL,DB00746s.txt,Antidotes,
DB00747,scopolamine,51-34-3,SmallMoleculeDrug,C01851,D00138,,,16794,PA451308,,,,,,,,Scopolamine,http://www.drugs.com/cdi/scopolamine-drops.html,0067-4345-04,,50015720,DNC000757,http://drugs.com/sfx/scopolamine-ophthalmic-side-effects.html,http://drugs.com/drug-interactions/scopolamine-ophthalmic-index.html?filter=3&generic_only=1,NULL,DB00747i.txt,NULL,NULL,DB00747s.txt,Mydriatics,
DB00748,carbinoxamine,486-16-8,SmallMoleculeDrug,C06871,,2564,46506787,3398,PA16474689,,,,,,http://www.rxlist.com/cgi/generic3/rondecsyr.htm,,Carbinoxamine,http://www.drugs.com/cdi/carbinoxamine-maleate.html,0525-6748-01,2466,50240487,DAP001069,http://drugs.com/sfx/carbinoxamine-side-effects.html,http://drugs.com/drug-interactions/carbinoxamine-index.html?filter=3&generic_only=1,http://drugs.com/pro/carbinoxamine.html,DB00748i.txt,DB00748p.txt,NULL,DB00748s.txt,Antihistamines,
DB00749,etodolac,41340-25-4,SmallMoleculeDrug,,D00315,3308,46505184,4909,PA449550,,,,,,http://www.rxlist.com/cgi/generic/etodolac.htm,,Etodolac,http://www.drugs.com/etodolac.html,0228-2599-11,3192,50016799,DAP000778,http://drugs.com/sfx/etodolac-side-effects.html,http://drugs.com/drug-interactions/etodolac-index.html?filter=3&generic_only=1,http://drugs.com/pro/etodolac.html,DB00749i.txt,DB00749p.txt,NULL,DB00749s.txt,Nonsteroidal anti-inflammatory agents,
DB00750,prilocaine,721-50-6,SmallMoleculeDrug,C07531,D00553,4906,46505066,8404,PA451101,,,,,,,,Prilocaine,,66312-520-14,4737,50017654,DAP000511,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,Local injectable anesthetics,
DB00751,epinastine,80012-43-7,SmallMoleculeDrug,,D01713,3241,46509056,51032,PA16476448,,,,,,http://www.rxlist.com/cgi/generic3/elestat.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ele1680.shtml,Epinastine,http://www.drugs.com/cdi/epinastine.html,0023-9201-05,3128,,DAP001074,http://drugs.com/sfx/epinastine-ophthalmic-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/epinastine-hcl-ophthalmic-solution.html,DB00751i.txt,DB00751p.txt,NULL,DB00751s.txt,Ophthalmic antihistamines and decongestants,
DB00752,tranylcypromine,155-09-9,SmallMoleculeDrug,C07155,,441233,46505832,,PA451741,1LP,,,,,http://www.rxlist.com/cgi/generic2/tranylcypromine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/par1618.shtml,Tranylcypromine,http://www.drugs.com/cdi/tranylcypromine.html,,390008,,DAP000081,http://drugs.com/sfx/tranylcypromine-side-effects.html,http://drugs.com/drug-interactions/tranylcypromine-index.html?filter=3&generic_only=1,http://drugs.com/pro/tranylcypromine.html,DB00752i.txt,DB00752p.txt,NULL,DB00752s.txt,Monoamine oxidase inhibitors,
DB00753,isoflurane,26675-46-7,SmallMoleculeDrug,C07518,D00545,3763,46505880,6015,PA450106,ICF,,,,,http://www.rxlist.com/cgi/generic3/isoflurane.htm,,Isoflurane,,0409-3292-01,3631,,DAP001033,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00754,ethotoin,86-35-1,SmallMoleculeDrug,C07839,D00708,3292,46504521,4888,PA16476873,,,,,,http://www.rxlist.com/cgi/generic3/peganone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/peg1665.shtml,Ethotoin,http://www.drugs.com/cdi/ethotoin.html,67386-601-01,3176,,DAP000512,http://drugs.com/sfx/ethotoin-side-effects.html,http://drugs.com/drug-interactions/ethotoin-index.html?filter=3&generic_only=1,http://drugs.com/ppa/ethotoin.html,DB00754i.txt,DB00754p.txt,NULL,DB00754s.txt,Hydantoin anticonvulsants,
DB00755,tretinoin,302-79-4,SmallMoleculeDrug,C00777,D00094,444795,46504843,15367,PA451746,,,,,,http://www.rxlist.com/cgi/generic/tretinoin.htm,,Tretinoin,http://www.drugs.com/cdi/tretinoin.html,0062-0187-02,5337,,DNC000117,http://drugs.com/sfx/tretinoin-side-effects.html,http://drugs.com/drug-interactions/tretinoin-index.html?filter=3&generic_only=1,http://drugs.com/pro/tretinoin-capsules.html,DB00755i.txt,DB00755p.txt,NULL,DB00755s.txt,Miscellaneous antineoplastics,
DB00756,hexachlorophene,70-30-4,SmallMoleculeDrug,C08039,D00859,3598,46505858,,PA449871,,,,,,http://www.rxlist.com/cgi/generic2/hexchlorph.htm,,Hexachlorophene,http://www.drugs.com/cdi/hexachlorophene.html,0024-1535-02,3472,,DAP001050,http://drugs.com/sfx/hexachlorophene-topical-side-effects.html,http://drugs.com/drug-interactions/hexachlorophene-topical-index.html?filter=3&generic_only=1,http://drugs.com/monograph/hexachlorophene.html,DB00756i.txt,DB00756p.txt,NULL,DB00756s.txt,Antiseptic and germicides,
DB00757,dolasetron,115956-12-2,SmallMoleculeDrug,C07866,,60654,46505209,,PA449390,,,,,,http://www.rxlist.com/cgi/generic2/dolaset.htm,,Dolasetron,http://www.drugs.com/cdi/dolasetron.html,0088-1208-06,54666,,DAP000368,http://drugs.com/sfx/dolasetron-side-effects.html,http://drugs.com/drug-interactions/dolasetron-index.html?filter=3&generic_only=1,http://drugs.com/ppa/dolasetron-mesylate.html,DB00757i.txt,DB00757p.txt,NULL,DB00757s.txt,5HT3 receptor antagonists,
DB00758,clopidogrel,113665-84-2,SmallMoleculeDrug,,D00769,,,37941,PA449053,,,,,,http://www.rxlist.com/cgi/generic/clopidog.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pla1338.shtml,Clopidogrel,http://www.drugs.com/cdi/clopidogrel.html,63653-1171-6,,,DAP000178,http://drugs.com/sfx/clopidogrel-side-effects.html,http://drugs.com/drug-interactions/clopidogrel-index.html?filter=3&generic_only=1,http://drugs.com/pro/clopidogrel.html,DB00758i.txt,DB00758p.txt,NULL,DB00758s.txt,Platelet aggregation inhibitors,
DB00759,tetracycline,60-54-8,SmallMoleculeDrug,C06570,D00201,5280962,46506693,27902,PA451640,ATC,,,,,http://www.rxlist.com/cgi/generic2/tetcycl2.htm,,Tetracycline,http://www.drugs.com/tetracycline.html,0172-2416-60,4510286,,DAP001527,http://drugs.com/sfx/tetracycline-side-effects.html,http://drugs.com/drug-interactions/tetracycline-index.html?filter=3&generic_only=1,http://drugs.com/pro/tetracycline.html,DB00759i.txt,DB00759p.txt,NULL,DB00759s.txt,Tetracyclines,
DB00760,meropenem,119478-56-7,SmallMoleculeDrug,,D02222,,,43968,PA16476444,MER,,,,,http://www.rxlist.com/cgi/generic2/meropen.htm,,Meropenem,http://www.drugs.com/cdi/meropenem.html,0310-0325-20,,,DAP000441,http://drugs.com/sfx/meropenem-side-effects.html,http://drugs.com/drug-interactions/meropenem-index.html?filter=3&generic_only=1,http://drugs.com/pro/meropenem.html,DB00760i.txt,DB00760p.txt,NULL,DB00760s.txt,Carbapenems,
DB00761,potassium chloride,7447-40-7,SmallMoleculeDrug,,D02060,4873,46506038,32588,PA451055,,,,,,http://www.rxlist.com/cgi/generic4/microk-ls.htm,,Potassium_Chloride,http://www.drugs.com/potassium_chloride.html,0087-0770-41,4707,,DAP000828,http://drugs.com/sfx/potassium-chloride-side-effects.html,http://drugs.com/drug-interactions/potassium-chloride-index.html?filter=3&generic_only=1,http://drugs.com/pro/klor-con-m.html,DB00761i.txt,DB00761p.txt,NULL,DB00761s.txt,Minerals and electrolytes,
DB00762,irinotecan,100286-90-6,SmallMoleculeDrug,C16641,D08086,60838,46505871,,PA450085,,,,,,http://www.rxlist.com/cgi/generic2/irinot.htm,,Irinotecan,http://www.drugs.com/cdi/irinotecan.html,0703-4432-11,54825,,DAP001339,http://drugs.com/sfx/irinotecan-side-effects.html,http://drugs.com/drug-interactions/irinotecan-index.html?filter=3&generic_only=1,http://drugs.com/pro/irinotecan.html,DB00762i.txt,DB00762p.txt,NULL,DB00762s.txt,Miscellaneous antineoplastics,
DB00763,methimazole,60-56-0,SmallMoleculeDrug,,D00401,1349907,46506536,50673,PA450422,MMZ,,,,,http://www.rxlist.com/cgi/generic3/methim.htm,,Methimazole,http://www.drugs.com/cdi/methimazole.html,0677-1945-01,1131173,,DNC001429,http://drugs.com/sfx/methimazole-side-effects.html,http://drugs.com/drug-interactions/methimazole-index.html?filter=3&generic_only=1,http://drugs.com/pro/felimazole.html,DB00763i.txt,DB00763p.txt,NULL,DB00763s.txt,Antithyroid agents,
DB00764,mometasone,105102-22-5,SmallMoleculeDrug,C07816,,,,6970,PA450541,MOF,,,,,http://www.rxlist.com/cgi/generic2/momet1.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nas1518.shtml,Mometasone,http://www.drugs.com/cdi/mometasone-spray.html,0085-0370-01,,,DAP001042,http://drugs.com/sfx/mometasone-nasal-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/monograph/mometasone-furoate-eent.html,DB00764i.txt,DB00764p.txt,NULL,DB00764s.txt,Nasal steroids,
DB00765,metyrosine,672-87-7,SmallMoleculeDrug,C07921,D00762,441350,46506079,,PA450487,,,,,,http://www.rxlist.com/cgi/generic2/metyrosine.htm,,,http://www.drugs.com/cdi/metyrosine.html,0006-0690-68,390103,,DAP000471,http://drugs.com/sfx/metyrosine-side-effects.html,http://drugs.com/drug-interactions/metyrosine-index.html?filter=3&generic_only=1,NULL,DB00765i.txt,NULL,NULL,DB00765s.txt,Miscellaneous cardiovascular agents,
DB00766,clavulanate,58001-44-8,SmallMoleculeDrug,C06662,,5280980,46508845,3736,PA16474298,,,,,,,,Clavulanate,,,4444466,,DAP000948,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00768,olopatadine,113806-05-6,SmallMoleculeDrug,C07789,,5281071,46506025,,PA450698,,,,,,http://www.rxlist.com/cgi/generic2/olopat.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pat1633.shtml,Olopatadine,http://www.drugs.com/cdi/olopatadine-spray.html,0065-0271-05,4444528,,DAP001062,http://drugs.com/sfx/olopatadine-nasal-side-effects.html,http://drugs.com/drug-interactions/olopatadine-nasal-index.html?filter=3&generic_only=1,http://drugs.com/pro/olopatadine-nasal-spray.html,DB00768i.txt,DB00768p.txt,NULL,DB00768s.txt,Nasal antihistamines and decongestants,
DB00769,hydrocortamate,76-47-1,SmallMoleculeDrug,,,,,50851,PA16474551,,,,,,,,,,,,,DAP001187,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00770,alprostadil,745-65-3,SmallMoleculeDrug,C04741,D00180,5280723,46508029,15544,PA448334,,,,,,http://www.rxlist.com/cgi/generic/alprostadil.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cav1073.shtml,Alprostadil,http://www.drugs.com/cdi/alprostadil.html,0703-1501-02,131636,,DAP001490,http://drugs.com/sfx/alprostadil-side-effects.html,http://drugs.com/drug-interactions/alprostadil-index.html?filter=3&generic_only=1,http://drugs.com/pro/alprostadil.html,DB00770i.txt,DB00770p.txt,NULL,DB00770s.txt,Impotence agents,
DB00771,clidinium,7020-55-5,SmallMoleculeDrug,C07853,,,,3743,PA16478104,,,,,,,,Clidinium,http://www.drugs.com/mtm/clidinium.html,,,50055977,DAP001117,http://drugs.com/sfx/clidinium-side-effects.html,http://drugs.com/drug-interactions/clidinium-index.html?filter=3&generic_only=1,http://drugs.com/monograph/clidinium-bromide.html,DB00771i.txt,DB00771p.txt,NULL,DB00771s.txt,Anticholinergics / antispasmodics,
DB00772,malathion,121-75-5,SmallMoleculeDrug,C07497,D00534,4004,46505287,6651,PA16474809,,,,,,http://www.rxlist.com/cgi/generic3/ovide.htm,,Malathion,http://www.drugs.com/cdi/malathion.html,68882-014-60,3864,50240924,DAP000895,http://drugs.com/sfx/malathion-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/malathion.html,DB00772i.txt,DB00772p.txt,NULL,DB00772s.txt,Topical anti-infectives,
DB00773,etoposide,33419-42-0,SmallMoleculeDrug,C01576,D00125,36462,46505434,4911,PA449552,,,,,,http://www.rxlist.com/cgi/generic2/etopophos.htm,,Etoposide,http://www.drugs.com/cdi/etoposide.html,0378-3266-94,33510,,DAP000786,http://drugs.com/sfx/etoposide-side-effects.html,http://drugs.com/drug-interactions/etoposide-index.html?filter=3&generic_only=1,http://drugs.com/pro/etoposide.html,DB00773i.txt,DB00773p.txt,NULL,DB00773s.txt,Mitotic inhibitors,
DB00774,hydroflumethiazide,135-09-1,SmallMoleculeDrug,C07763,D00654,3647,46505220,,PA16475255,,,,,,http://www.rxlist.com/cgi/generic2/hydroflumethiazide.htm,,,,,3521,25897,DAP000747,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00775,tirofiban,144494-65-5,SmallMoleculeDrug,C07965,,60947,46504678,9605,PA451698,AGG,,,,,http://www.rxlist.com/cgi/generic/tiro.htm,,Tirofiban,http://www.drugs.com/cdi/tirofiban.html,25208-001-01,54912,,DAP000696,http://drugs.com/sfx/tirofiban-side-effects.html,http://drugs.com/drug-interactions/tirofiban-index.html?filter=3&generic_only=1,http://drugs.com/ppa/tirofiban-hydrochloride.html,DB00775i.txt,DB00775p.txt,NULL,DB00775s.txt,Glycoprotein platelet inhibitors,
DB00776,oxcarbazepine,28721-07-5,SmallMoleculeDrug,C07492,D00533,34312,46507580,7824,PA450732,,,,,,http://www.rxlist.com/cgi/generic3/oxcarbazepine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1563.shtml,Oxcarbazepine,http://www.drugs.com/cdi/oxcarbazepine.html,0078-0456-05,31608,34179,DAP000528,http://drugs.com/sfx/oxcarbazepine-side-effects.html,http://drugs.com/drug-interactions/oxcarbazepine-index.html?filter=3&generic_only=1,http://drugs.com/pro/oxcarbazepine.html,DB00776i.txt,DB00776p.txt,NULL,DB00776s.txt,Dibenzazepine anticonvulsants,
DB00777,propiomazine,362-29-8,SmallMoleculeDrug,C07405,D02361,4940,46506205,8491,PA16477868,,,,,,,,Propiomazine,,,4771,,DAP000327,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00778,roxithromycin,80214-83-1,SmallMoleculeDrug,C13173,D01710,,,48844,PA16475050,ROX,,,,,,,Roxithromycin,,,,,DAP000885,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00779,nalidixic acid,389-08-2,SmallMoleculeDrug,C05079,D00183,4421,46507401,100147,PA16474638,,,,,,http://www.rxlist.com/cgi/generic2/nalidixicacid.htm,,,http://www.drugs.com/cdi/nalidixic-acid.html,0024-1322-03,4268,21691,DAP000817,http://drugs.com/sfx/nalidixic-acid-side-effects.html,http://drugs.com/drug-interactions/nalidixic-acid-index.html?filter=3&generic_only=1,NULL,DB00779i.txt,NULL,NULL,DB00779s.txt,Quinolones,
DB00780,phenelzine,51-71-8,SmallMoleculeDrug,C07430,,3675,46507348,,PA450903,,,,,,http://www.rxlist.com/cgi/generic2/phenelzine.htm,,Phenelzine,http://www.drugs.com/cdi/phenelzine.html,0071-0350-60,3547,50105417,DAP000578,http://drugs.com/sfx/phenelzine-side-effects.html,http://drugs.com/drug-interactions/phenelzine-index.html?filter=3&generic_only=1,http://drugs.com/pro/phenelzine.html,DB00780i.txt,DB00780p.txt,NULL,DB00780s.txt,Monoamine oxidase inhibitors,
DB00781,polymyxin b sulfate,1405-20-5,SmallMoleculeDrug,C11613,D01066,4868,46507302,,PA451027,,,,,,http://www.rxlist.com/cgi/generic3/polymyxin.htm,,Polymyxin_B,http://www.drugs.com/mtm/polymyxin-b-ophthalmic.html,55390-139-10,,,DAP001323,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB00781i.txt,NULL,NULL,NULL,Ophthalmic anti-infectives,
DB00782,propantheline,298-50-0,SmallMoleculeDrug,C07506,,4934,46507187,,PA16474622,,,,,,,,Propantheline,http://www.drugs.com/cdi/propantheline.html,0054-4721-25,4765,,DAP001123,http://drugs.com/sfx/propantheline-side-effects.html,http://drugs.com/drug-interactions/propantheline-index.html?filter=3&generic_only=1,http://drugs.com/pro/propantheline.html,DB00782i.txt,DB00782p.txt,NULL,DB00782s.txt,Anticholinergics / antispasmodics,
DB00783,estradiol,50-28-2,SmallMoleculeDrug,C00951,D00105,5757,46508115,16469,PA449503,ECO,,,,,http://www.rxlist.com/cgi/generic3/estrogel.htm,,Estradiol,http://www.drugs.com/estradiol.html,0378-1452-01,5554,17292,DAP000854,http://drugs.com/sfx/estradiol-side-effects.html,http://drugs.com/drug-interactions/estradiol-index.html?filter=3&generic_only=1,http://drugs.com/pro/estradiol.html,DB00783i.txt,DB00783p.txt,NULL,DB00783s.txt,Estrogens,
DB00784,mefenamic acid,61-68-7,SmallMoleculeDrug,C02168,D00151,4044,46505405,,PA450347,,,,,,http://www.rxlist.com/cgi/generic3/mefenamic.htm,,Mefenamic_acid,http://www.drugs.com/cdi/mefenamic-acid.html,0677-1934-01,3904,50134036,DAP000779,http://drugs.com/sfx/mefenamic-acid-side-effects.html,http://drugs.com/drug-interactions/mefenamic-acid-index.html?filter=3&generic_only=1,http://drugs.com/pro/mefenamic-acid.html,DB00784i.txt,DB00784p.txt,NULL,DB00784s.txt,Nonsteroidal anti-inflammatory agents,2.58E+13
DB00785,cryptenamine,1356-18-9,SmallMoleculeDrug,,,,,,PA16474951,,,,,,,,,,,,,DAP000479,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00786,marimastat,154039-60-8,SmallMoleculeDrug,,,119031,46505547,50662,PA16474832,97,,,,,,,Marimastat,,,106358,,DCL000005,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00787,aciclovir,59277-89-3,SmallMoleculeDrug,C06810,D00222,2022,46506002,2453,PA448045,AC2,,,,,http://www.rxlist.com/cgi/generic/acyclo.htm,,Aciclovir,http://www.drugs.com/acyclovir.html,0228-2605-11,1945,,DNC000157,http://drugs.com/sfx/acyclovir-side-effects.html,http://drugs.com/drug-interactions/acyclovir-index.html?filter=3&generic_only=1,http://drugs.com/pro/acyclovir-capules.html,DB00787i.txt,DB00787p.txt,NULL,DB00787s.txt,Topical antihyper,
DB00788,naproxen,22204-53-1,SmallMoleculeDrug,C01517,D00118,,,7476,PA450595,,,,,,http://www.rxlist.com/cgi/generic/naproxsod.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ana1021.shtml,Naproxen,http://www.drugs.com/naproxen.html,0004-6313-01,,50009860,DAP000968,http://drugs.com/sfx/naproxen-side-effects.html,http://drugs.com/drug-interactions/naproxen-index.html?filter=3&generic_only=1,http://drugs.com/pro/good-neighbor-all-day-pain-relief.html,DB00788i.txt,DB00788p.txt,NULL,DB00788s.txt,Nonsteroidal anti-inflammatory agents,
DB00789,gadopentetate dimeglumine,86050-77-3,SmallMoleculeDrug,,D01707,55466,46504878,31797,PA16474876,,,,,,http://www.rxlist.com/cgi/generic4/magnevist.htm,,Gadopentetate_dimeglumine,http://www.drugs.com/cdi/gadopentetate-dimeglumine.html,50419-188-58,50087,,,http://drugs.com/sfx/gadopentetate-dimeglumine-side-effects.html,http://drugs.com/drug-interactions/gadopentetate-dimeglumine-index.html?filter=3&generic_only=1,http://drugs.com/pro/gadopentetate-injection.html,DB00789i.txt,DB00789p.txt,NULL,DB00789s.txt,Magnetic resonance imaging contrast media,
DB00790,perindopril,107133-36-8,SmallMoleculeDrug,C07706,D03753,107807,46508767,8024,PA450877,,,,,,http://www.rxlist.com/cgi/generic/aceon.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ace1543.shtml,Perindopril,http://www.drugs.com/cdi/perindopril.html,0032-1101-01,96956,,DNC001114,http://drugs.com/sfx/perindopril-side-effects.html,http://drugs.com/drug-interactions/perindopril-index.html?filter=3&generic_only=1,http://drugs.com/pro/perindopril.html,DB00790i.txt,DB00790p.txt,NULL,DB00790s.txt,Angiotensin converting enzyme inhibitors,
DB00791,uracil mustard,66-75-1,SmallMoleculeDrug,C11686,D06265,6194,46506168,,PA451830,,,,,,,,Uracil_mustard,,,5959,,DAP000990,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00792,tripelennamine,91-81-6,SmallMoleculeDrug,C07180,,5587,46506125,,PA16476442,,,,,,,,Tripelennamine,http://www.drugs.com/mtm/tripelennamine.html,,5385,,DAP000328,http://drugs.com/sfx/tripelennamine-side-effects.html,http://drugs.com/drug-interactions/tripelennamine-index.html?filter=3&generic_only=1,NULL,DB00792i.txt,NULL,NULL,DB00792s.txt,Antihistamines,
DB00793,haloprogin,777-11-7,SmallMoleculeDrug,,D00339,3561,46504892,,PA16476873,,,,,,,,Haloprogin,http://www.drugs.com/mtm/haloprogin-topical.html,,3440,50194601,DAP001332,http://drugs.com/sfx/haloprogin-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB00793i.txt,NULL,NULL,DB00793s.txt,Topical antifungals,
DB00794,primidone,125-33-7,SmallMoleculeDrug,C07371,D00474,4909,46507775,,PA451105,,,,,,http://www.rxlist.com/cgi/generic2/primid.htm,,Primidone,http://www.drugs.com/cdi/primidone.html,0527-1301-01,4740,,DAP000678,http://drugs.com/sfx/primidone-side-effects.html,http://drugs.com/drug-interactions/primidone-index.html?filter=3&generic_only=1,http://drugs.com/pro/primidone.html,DB00794i.txt,DB00794p.txt,NULL,DB00794s.txt,Barbiturate anticonvulsants,
DB00795,sulfasalazine,599-79-1,SmallMoleculeDrug,C07316,D00448,5359476,46505451,9334,PA451547,SAS,,,,,http://www.rxlist.com/cgi/generic/sulfasal.htm,,Sulfasalazine,http://www.drugs.com/cdi/sulfasalazine.html,0013-0102-01,4510284,,DAP000153,http://drugs.com/sfx/sulfasalazine-side-effects.html,http://drugs.com/drug-interactions/sulfasalazine-index.html?filter=3&generic_only=1,http://drugs.com/pro/sulfasalazine.html,DB00795i.txt,DB00795p.txt,NULL,DB00795s.txt,5-aminosalicylates,
DB00796,candesartan,139481-59-7,SmallMoleculeDrug,C07468,D00626,2541,46508342,3347,PA448765,,,,,,http://www.rxlist.com/cgi/generic/candesar.htm,,Candesartan,http://www.drugs.com/cdi/candesartan.html,0186-0004-31,2445,50240609,DAP001442,http://drugs.com/sfx/candesartan-side-effects.html,http://drugs.com/drug-interactions/candesartan-index.html?filter=3&generic_only=1,http://drugs.com/pro/candesartan.html,DB00796i.txt,DB00796p.txt,NULL,DB00796s.txt,Angiotensin receptor blockers,
DB00797,tolazoline,59-98-3,SmallMoleculeDrug,C07147,,5504,46505641,28502,PA451716,,,,,,,,Tolazoline,,0083-6733-04,5303,,DAP000477,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00798,gentamicin,1403-66-3,SmallMoleculeDrug,C00505,,3467,46506523,17833,PA449753,,,,,,http://www.rxlist.com/cgi/generic2/pedgenta.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/gar1187.shtml,Gentamicin,http://www.drugs.com/cdi/gentamicin-drops.html,17478-283-10,3348,,DAP000116,http://drugs.com/sfx/gentamicin-ophthalmic-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/gentamicin-ointment.html,DB00798i.txt,DB00798p.txt,NULL,DB00798s.txt,Ophthalmic anti-infectives,
DB00799,tazarotene,118292-40-3,SmallMoleculeDrug,C12531,D01132,5381,46508992,32184,PA16474682,,,,,,http://www.rxlist.com/cgi/generic3/avage.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/taz1429.shtml,Tazarotene,http://www.drugs.com/cdi/tazarotene-cream.html,0023-9236-30,5188,,DAP000462,http://drugs.com/sfx/tazarotene-topical-side-effects.html,http://drugs.com/drug-interactions/tazarotene-topical-index.html?filter=3&generic_only=1,http://drugs.com/pro/fabior-foam.html,DB00799i.txt,DB00799p.txt,NULL,DB00799s.txt,Topical antipsoriatics,
DB00800,fenoldopam,67227-57-0,SmallMoleculeDrug,,D00613,3341,46504963,5002,PA16478403,,,,,,http://www.rxlist.com/cgi/generic3/fenoldopam.htm,,Fenoldopam,,55390-071-01,3224,,DAP000254,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00801,halazepam,23092-17-3,SmallMoleculeDrug,,D00338,31640,46508415,,PA16474652,,,,,,,,Halazepam,http://www.drugs.com/mtm/halazepam.html,,29343,,DAP000679,http://drugs.com/sfx/halazepam-side-effects.html,http://drugs.com/drug-interactions/halazepam-index.html?filter=3&generic_only=1,NULL,DB00801i.txt,NULL,NULL,DB00801s.txt,Benzodiazepines,
DB00802,alfentanil,71195-58-9,SmallMoleculeDrug,C08005,,51263,46505618,2569,PA448084,,,,,,http://www.rxlist.com/cgi/generic2/alfent.htm,,Alfentanil,,17478-067-02,46451,50008979,DAP001134,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00803,colistin,1264-72-8,SmallMoleculeDrug,C13768,D02138,5311054,46505467,,PA16476086,,,,,,,,Colistin,,,4470591,,DAP001324,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
